text,label
"perdi minha cabeça especial, mas não se preocupe, ainda estou são, só queria que você sentisse o que senti ao ler este livro, não sei quantas vezes foi dito que Sam era especial, mas posso garantir que foi muito mais vezes do que o que eu usei naquele parágrafo eu te disse que ela era especial",1
em uma viagem de barco para a Dinamarca,1
parei de sentir frio e comecei a sentir calor,2
preciso sentir a massa para ter certeza de que está perfeita,1
eu me senti um pouco desanimado naquela manhã,0
me sinto egoísta e mimado,2
eu saco qaf olha quem está chorando agora jacynthe parece bem se sentindo linda rupaul as peles irmãs tesoura namorados o sol farto kayle quem é seu pai Gerling acorde o cruel você,1
eu sinto que você sabe basicamente como uma farsa no reino da ficção científica,0
"eu odeio morar sob o teto do meu pai porque isso dá a ele uma desculpa para ser um idiota comigo, porque ele está providenciando para que eu more aqui, acho que ele sente que precisa me fazer sentir o mais indesejável possível, então vou embora",0
"tenho a sensação de que se eu tiver mais atividade sexual vigorosa nos próximos dias, sim, escrevi errado que, com o passar dos dias, partes de mim começarão a cair",1
"sinto o sorriso gracioso, caloroso e amoroso da minha mãe enquanto roubo o tempo para me nutrir e me curar",1
eu sinto que eles falam que o cunhado é extremamente popular aquele que não tinha eu para pensar que é tão rígido,1
"sinto-me egoísta ao ler minhas postagens anteriores, como nunca pedi orações pelos outros, como nunca considerei que pode haver outras pessoas por aí que mereçam que suas orações sejam respondidas antes das minhas",2
eu sei a dor que os pais sentem quando uma criança enfurecida se torna violenta,2
estive em uma montanha-russa de emoções por causa desses supostos sentimentos de que algo desagradável estava por vir,0
eu estava me sentindo corajoso quando comprei e claramente quando estava fazendo minha maquiagem,1
"estou me sentindo infeliz, mas também sou a mãe mais orgulhosa do mundo",0
"Acho que minha família nos ama, não importa o que aconteça, mas perto de qualquer outra pessoa, fico envergonhado quando Michelle fica louca",0
"não acho necessariamente que bombas e sexo sejam necessários em todas as histórias, mas sinto-me seguro quando os vejo em jornais impressos",1
"posso sentir meus ovários doendo falando comigo, como gosto de dizer",0
"eu não estava com vontade de fazer muita coisa, Chris, e na maioria das vezes só tirei muitas fotos de coisas sem importância",0
estou cansado do livro e pronto para tirá-lo daqui e descobrir que recebi imagens inadequadas e depois me sentir culpado pelo resultado não me agradou,0
"consegui esticar uma tela mxm com sucesso, sinto que isso é uma conquista para mim e valeu a pena usar meu tempo e dinheiro, usarei a tela para briefings futuros",1
eu acho que os sentimentos são uma das coisas mais importantes que temos,1
sinto-me completamente honrado por ser uma influência para esta jovem talentosa e linda garota totalmente viva,1
eu me sinto irritado e irritado,2
me sinto um pedaço de lixo miserável,0
"sinto que preciso fazer uma lista. Leanne ficaria chocada só de pensar, para que eu não perca nada",2
"levei Dannika para a escola, estava me sentindo um pouco apressado e foi isso que me cumprimentou quando virei a esquina",2
lembro-me de me sentir tão furioso com o atirador,2
me sinto muito feliz e animado porque aprendi tantas coisas,1
sinto que nas exposições e perto dos cavalos de exposição as pessoas são confiantes e relaxadas porque a maioria dos cavalos de exposição são seguros e tranquilos e são manuseados com frequência,1
só tenho mais algumas coisas para fazer e no início de dezembro já terminei e me sinto orgulhoso,1
eu penso em como você poderia me fazer sentir e perceber que tudo vai ficar bem,1
eu me sinto tão inútil naquela época em que estava lutando para encontrar trabalho,0
"estou me sentindo amargo hoje, meu humor esteve estranho o dia todo, então acho que é isso",2
"quando o irmão da minha mãe faleceu após se envolver em um acidente de carro, ele estava me trazendo um presente, pois eu havia passado nos cinco exames com louvor",0
estou deixando de lado a animosidade que existe em relação a qualquer pessoa que sinto que me ofendeu,2
estou com vontade de jogar fora aquele pedaço de papel de merda,0
estou começando a me divertir ironicamente com a comédia banal de erros em que minha vida está se transformando,1
eu acho todo corpo lindo e só quero que as pessoas se sintam vitais em seus corpos,1
"ouvi dizer que são proprietários que se sentem vitimados por suas associações, os advogados das associações ou o administrador da propriedade",0
"eu digo adeus à família, eles estão todos tristes e chorando e eu me sinto uma vadia sem coração porque ei, estou muito animado para voar pela primeira vez e você sabe também que vou passar um ano em outro país",2
eu alba me sinto bem e estou me adaptando,1
"estou animado com o que estou fazendo de novo, sinto que tenho muito o que fazer",1
também sei como é bom olhar para trás e ver que honrei minha palavra e isso ajuda desde o início,1
"quero dizer, realmente, muito trabalho duro para obter uma habilidade técnica tão alta em wushu, me senti um pouco envergonhado, mas de alguma forma motivado quando vi crianças fazendo performances de wushu de todo o coração, apesar do cansaço",0
"sinto que as coisas estão ficando um pouco opressoras, algumas borrifadas desse toner realmente ajudam a me acalmar e me acalmar",1
"Espero que você perceba como é necessário tão pouco esforço para fazer uma pessoa se sentir melhor consigo mesma ou com sua situação, seja eu, um membro da família, um amigo da faculdade ou do ensino médio, um vizinho na mesma rua ou até mesmo um completo estranho.",1
estou me sentindo tão festivo hoje que vou até montar a árvore assim que terminar de fazer isso e colocar em dia o que está acontecendo na semana na rua da coroação,1
"descobrir que não estou doente, não é sério",1
"eu me saí bem na aula, mas uma combinação de sentimento de fracasso por ser homem lidou com o estresse ultimamente e minha semana horrível resultou em quase chorar depois que terminei de lutar",0
sinto que raramente promove qualquer causa que valha a pena e sempre sigo a regra de não postar nada on-line que não esteja preparado para dizer na cara de alguém,1
estou me sentindo útil,1
"sinto-me feia, estou mais inclinada a usar jeans surrados e um moletom do que um vestido bonito, embora eu ainda possa usar um par de saltos altos em casa para aumentar um pouco minha auto-estima, mas definitivamente não vou me preocupar em comprar um par novo",0
"Ainda não estou com saudades de casa, então estou me sentindo bem com isso",0
"eu danço, deveria me sentir bonita",1
eu treino todas as manhãs antes e me sinto fabuloso por isso,1
"sinto tudo isso apenas pelos olhos dela, não pelo toque ou pelas palavras, mas pelos olhos dela, sei que com certeza posso retribuir esse amor e sei que não será em vão",0
"eu estava me sentindo fabuloso até sexta de manhã, quando comecei a sentir cólicas horríveis no trabalho",1
sinto-me honrado por poder chamá-los de amigos para compartilhar sua irmandade,1
entro em grupos sinto-me muito estranho e compenso por ser demasiado falador ou por ficar muito calado,0
eu sinto que eles estão bastante seguros no meu blog img src http s,1
"estou muito ansioso para terminar, pois tenho um plano divertido para quiltá-lo",1
"saí para o banho questionando o que eu acho que ela era linda, um corpo tão fantástico, tão confiante em seus movimentos, sem esforço, gracioso",1
sinto-me enérgico e animado fico mais do que feliz em ir para a academia correr lá fora com meus filhos ou pegar o carrinho para uma longa caminhada muitas vezes faço as três coisas no mesmo dia,1
eu ainda estava me sentindo forte,1
eu não comecei a chorar ou alguma outra liberação devastadora de sentimentos ou pensamentos porque eu parecia saber que o rico também tinha que passar por seu próprio espaço sem que eu simplesmente o abandonasse,1
"eu queria um café com leite de abóbora com especiarias esta manhã, mas estava quente e a última coisa que eu queria era um café quente, talvez eu esteja me sentindo um pouco amargo",2
eu aperto os cantos da cama para me sentir seguro,1
também sinto que estou sendo egoísta por não ser grato pela vida que tenho e pelas coisas incríveis que ela contém,2
"não sei por que, talvez porque outras garotas no escritório tinham lindos cabelos curtos ou talvez eu estivesse apenas me sentindo rebelde",2
não me sinto nem um pouco infeliz porque minha família não é do tipo que celebra o eid,0
"posso ir lavar o carro se estiver me sentindo muito generoso, meu carro precisa disso",1
"eu ainda sinto falta de sono, ela está quase dormindo a noite toda nos dando",0
eu me sinto muito violento agora,2
"estou blogando de novo, estou sentado aqui me sentindo contente com meus cachorros e gatos etc. e sei que somos sortudos, a verdade é que",1
sinto necessidade de proteger meus pais contra a caça às bruxas que a terapia da memória reprimida pode ser,0
sinto nojo de ser associado a esta mulher pela minha raça e nacionalidade,2
"eu ri amargamente de novo, mas não estava me sentindo amargo",2
"eu não conseguia saber o que ele estava sentindo, então pensei que ele gostaria de poder estar lá conosco também, pois cada um de nós sabia que, por mais que odiássemos no início, foi uma experiência da qual nos lembraríamos para sempre",0
eu estava me sentindo bastante tranquilo e queria um look suave e fácil de usar no começo de um resfriado,1
ainda sinto que é um desserviço ao gênero quando as histórias são resolvidas artificialmente,1
eu sempre sei quando estou me sentindo artístico quando escrevo meu nome enquanto estou com um humor artístico o i em manitz eu desenho um círculo e não um ponto quanto maior o ponto mais artístico estou me sentindo e se for apenas uma linha como um acento em espanhol estou chateado,1
eu podia senti-la choramingar ao pensar em não ser amada e negligenciada,0
"sinto que entrei no fantástico mundo de caminhar e correr por trilhas, colinas e montanhas",1
"eu digo o que quer que venha à minha mente, digo diretamente o que sinto uma garota ciumenta não porque sou insegura, mas porque simplesmente amo aquela pessoa, uma amiga digna de confiança, doce com quem eu amo",2
"sou claramente influenciado pelo travessão felicidade de Emily Dickinson, por exemplo, e uso travessões em vez de dois pontos ou ponto e vírgula para aumentar os sentimentos de enjambment apressado no soneto",2
"estou mais gordo porque a única coisa na minha vida que pode permanecer sob meu controle é se posso ou não comer manteiga de amendoim no pão quando chego em casa depois de um dia impossível para o primeiro mundo, mas com aparência de terceiro mundo, me sentindo muito carente e negligenciado meninas",0
"eu poderia reivindicar o resgate do gênero, mas isso também não me deixou tão frustrado a ponto de bater minha cabeça contra a parede",2
me sinto tão triste e sem esperança,0
"ainda me sinto tonto, mas tenho que me levantar para fazer a rotina do meu filho",0
tenho a sensação de que minha opinião não será muito popular e tudo bem,1
"quero me sentir valorizado, sim, apreciado, sim, e saber que as pessoas que me amam não irão a lugar nenhum, mesmo que a natureza do relacionamento mude",1
eu sei que há dias em que você se sente distraído,2
eu uso regularmente com música relaxante e sempre me sinto revigorado depois,1
"estou me sentindo distraído, tendo a praticar com os olhos fechados tanto quanto possível",2
eu sinto que é perfeito ver que o youtube tem suas influências eu até conheço tendências,1
"eu só queria que tudo bem, então eu estava pensando sobre isso hoje cedo e aqui está o fato de estar todo enfiado e inquieto me fez sentir tão carente",0
perdi tanto peso que pude caber em uma saia minúscula que não consegui usar porque não me sentia confiante nela até agora,1
espero me sentir um pouco mais criativo novamente em breve e sentir falta da presença dele no blog da minha vida,1
"não sou fã do atual presidente, sou conservador e isso me fez sentir indesejável",0
começo a me sentir complacente com minha vida aqui,1
lembro-me de me sentir inspirado e de pensar que era um belo exemplo de parentalidade,1
sinto que sou sempre punido por coisas estúpidas e sinto que estou sendo castigado por me comportar,0
"eu realmente sinto que minha vida está perfeita agora e se não for pedir muito, só espero que tudo continue igual",1
"estou aí, simplesmente me sinto contente",1
"Não estou dizendo para excluir todos da sua vida, mas sinto que é importante encontrar conforto na meditação na solidão ou trabalhando sozinho em projetos",1
me sinto honrado por isso,1
eu me sinto como um pássaro voando no ar de uma maneira muito despreocupada,1
tenho que revisar minhas respostas repetidamente em minha mente apenas para ter certeza de que a resposta parece apropriada o suficiente e que a pessoa que recebe a resposta não se sentirá ofendida,2
fiquei triste quando um amigo meu morreu e senti que algo tinha desaparecido irrevogavelmente de mim,0
"eu morri, Alex e Matt ficariam arrependidos por não terem vindo me visitar",0
eu sinto que educar as famílias e apoiar e educar mamães e papais é fundamental,1
tenho certeza que é porque quando estou perdido sinto que todos estão sendo hostis comigo e odeio esse sentimento,2
"Eu sinto que essas costuras são muito chatas, pois são tão fáceis e não há mais nada a dizer sobre elas além do uso do tecido",0
eu sempre gostei de usar a fragrância original para refrescar e perfumar levemente minha gaveta de roupas íntimas para me sentir maravilhosamente glamorosa e feminina,1
"eu me sinto um jovem talentoso, não me sinto talentoso, então não tenho com quem trabalhar",1
eu sinto que a razão pela qual estávamos separados da vida um do outro é porque estou em sua missão para ajudá-lo a se tornar algo que o impulsione a ter sucesso e ser bem-sucedido e feliz,1
sinto-me bastante tranquilo até agora sobre qualquer processo de cicatrização de feridas que possa estar em andamento,1
"minhas pernas ficavam uma merda por alguns quilômetros, mas voltavam como sempre fazem",0
"sinto-me abusado e difamado, mas principalmente cansado da sensação de nervosismo que antecipa o perigo",0
"tenho que admitir que esses cartões eletrônicos hilários são exatamente como me sinto, estou tão estressado que sinto que a qualquer momento posso começar",0
escrevi no ano passado quando estava me sentindo mais chato e inarticulado do que o normal,0
"Eu vou entrar em ação, mas me sinto irritado, sem motivação alguma",2
sinto como uma criança sentimentos inocentes ilustrando um,1
vou começar a ficar ressentido,2
"vou passar minhas férias comigo, sem obrigações, sem dores de cabeça, sem sentir que estou sendo chantageado emocionalmente para estar em três lugares ao mesmo tempo",0
eu me sinto tão fodido como todos os dias da minha vida,2
Eu trabalhei muito duro durante todo o ano para tentar fazer com que cada criança da classe se sentisse valorizada,1
estou me sentindo desanimado com minhas palavras ultimamente,0
"eu não senti que estava sendo mal-intencionado na época, mas olhando em retrospectiva, por que ele não pensaria que eu estava tentando me livrar dele?",2
"ainda tenho dúvidas sobre mim mesmo e ainda tenho muita dificuldade para tomar decisões definitivas, mas há certas verdades que sei sobre mim mesmo e me sinto seguro por essas verdades",1
"não estou com vontade de ovos Benedict, vou querer algo igualmente delicioso",1
estou sentindo meu caminho e confiando em mim mesmo,1
"estou me sentindo inspirado por todos os elementos de verão do meu passatempo de praia favorito, vagabundo",1
posso sentir que ela sorriu eu te amo ainda mais linda,1
"continuo a definir e descobrir o que lar pode significar aqui em Amsterdã, sempre que sinto uma pontada de enjôo, isso está mais de acordo com a falta da mentalidade cultural da vida na cidade americana, que é muito diferente da mentalidade cultural de Amsterdã",0
"eu faço um fliperama, tenho um propósito muito simples: tentar fazer com que ele se sinta absolutamente confortável fisicamente, emocionalmente, de forma prática e absoluta",1
eu estava muito ansioso e peguei o metrô para passear no olho de Londres,1
entro na Internet e vejo um amigo conversando com outro e não está falando comigo me sinto ignorado não me sinto amado,0
"não estou monitorando o que tenho a dizer sobre nada, se você encontrar algum dos meus blogs e se sentir ofendido, por favor, não passe por aqui novamente",2
quero me sentir seguro e bem e que talvez haja uma pequena chance de eu sentir alegria e meus sonhos se tornarem realidade,1
estou me sentindo irritado,2
"também acho intrigante que, depois que esse administrador em particular me elogiou por minha capacidade de fazer meus alunos lerem, ele sente que o tempo de SSR não é um uso produtivo do tempo de aula",1
eu me sinto estressado sempre,0
"lembro-me de sentir outra cólica, mas também ignorei",0
"espero me sentir tranquilo, bem alimentado, bem dormido em paz comigo mesmo neste mundo externo",1
também aprendi que é preciso muito esforço e pensamento positivo para não chorar por me sentir exausta e culpada por não ser uma mãe melhor,0
estou me sentindo péssimo porque saímos com minha amiga e seu novo bebê no dia anterior,0
me sinto muito relaxado e bem,1
eu sinto o sofrimento e realmente sinto a dor,0
vou dormir sinto como se estivesse abrindo mão de um tempo precioso para fazer outra coisa na minha vida,1
sinto que tenho negligenciado o blog da minha amada mãe,1
"direi que sim, porque não senti nada quando ele escreveu como ele está interessado em xxx",1
"sinto-me totalmente apático, os exames vêm e vão e agora tenho uns cinco meses inteiros pela frente, sem universidade e sem tempo livre",0
sinto-me furioso porque os defensores do direito à vida podem e dizem-me como viver e morrer através do lobby e do apoio aos políticos que simpatizam com os seus pontos de vista,2
sinto como se tivesse sido abusado de alguma forma,0
"ainda estou prestando atenção, mas me sinto distraído",2
hesito em fazer sugestões porque sinto que o resultado não seria sincero,1
sinto que estou ganhando controle sobre os aspectos de produtos danificados da minha segurança pessoal,0
"foi eu que fui um fracasso naquela primeira entrevista, saí da segunda entrevista me sentindo muito fã, loucamente fantástico",1
"acho que demoramos tanto para construir um bom estoque de molhos, óleos, especiarias e outros produtos não perecíveis, para sentir que temos a chance de fazer algo delicioso sem ter que sair especificamente e comprar cada item de uma receita",1
agora sinto que posso aconselhar outros pais cujos filhos logo se tornarão adolescentes que não é legal ir até a escola de seus filhos para buscá-los em um calhambeque fedorento com plantas saindo pelas janelas,1
sinto-me vítima da pressão sobre o nosso país com a cabeça na areia tradicionalistas hesito em chamá-los de conservadores por medo de ofender os verdadeiros conservadores honestos com Deus que ainda pensam que o mundo foi criado há anos e que coisas como restos de esqueletos são algum tipo de farsa,0
"eu me sentiria sortudo se pudesse chamar de meu qualquer um dos materiais e kits do seu site, eles são lindamente selecionados",1
"Eu estive atento ao meu sangue, o que provou que a razão pela qual eu estava me sentindo tão letárgico e um lixo era que estou com pouco ferro, então agora me receitaram comprimidos de ferro",0
eu tenho minha própria mente e sinto que minha mente é perigosa para minha vida,2
sinto como se devesse ser punido por negligenciar você,0
"sinto que perdi algumas das minhas raízes principais sinto-me menos seguro emocionalmente, financeiramente e socialmente",0
"sinto que deveria apenas aguentar e fazer isso, mas toda vez que penso nisso me sinto estressado porque não estou totalmente apoiado em minhas decisões",0
"eu sei que tenho alguns tiques verbais que parecem irritantemente imaturos e minha voz é meio anasalada e nem sempre pareço a ferramenta mais afiada do galpão, especialmente quando estou me sentindo estranho, mas existe o conhecimento e existe o conhecimento de que você sabe",0
Eu acabei de ter um pesadelo terrível e estava me sentindo um pouco perturbado,0
eu não queria passar por lá para o caso de os clientes se sentirem incomodados,0
quero que outros sofredores possam me encontrar na esperança de que minha batalha possa ajudá-los a sentir que não estão sozinhos,0
"estou tão festivo, isso é tão delicioso, que noite maravilhosa",1
"não estou ansiosa para ser espancada, para me sentir uma decepção para meu marido ou para a dor emocional",0
estou cansado de me sentir péssimo,0
sinto que quase me convenci de que esse será o padrão,1
sinto um orgulho perverso do meu autocontrole por ter conseguido ficar onde me ordenaram e não alcançar a tentadora carne humana tão perto de nós,0
sinto-me tão impaciente tão facilmente irritado tão indignado com o desafio flagrante que parece ser a característica mais proeminente de Olivia nos dias de hoje,2
"Fiquei positivamente tonto quando as crianças foram embora esta manhã, depois da nossa última aula oficial do ano, mas agora estou me sentindo um pouco triste",0
gosto principalmente de enviar mensagens de texto porque sinto que sou muito mais inteligente com a palavra escrita do que com a falada,1
"Sério, sinto que não estou sendo respeitado, não tenho privacidade, estou recebendo ordens",1
"eu disse nas palavras de um devoto que me sinto aliviado quando ouço o seu título de deen bandhu, pois sou a pessoa mais caída, mas fico com medo do seu título de edificador de devotos, pois não me considero um verdadeiro devoto e, portanto, indigno de se beneficiar do aspecto de sua personalidade",1
eu personalidades que podem sentir dor e sofrimento,0
"acho que me sentiria mais como Joseph, com Walt confiando em mim para cuidar da mãe e das finanças, o que ele fez seis meses antes de morrer, há momentos em que quero me defender, mas Deus me faz ficar quieto",1
eu estava me aquecendo e comecei a me sentir um pouco letárgico,0
"eu me sinto excelente, mas às vezes não há nada para fazer, especialmente porque não gosto mais de videogames, assisto um pouco de anime e alguns filmes, mas deve haver mais na minha vida",1
"eu me pergunto se é isso que o mestre está sentindo, estou querendo e ansioso para agradar e sou o mestre que poderia desfrutar muito de suas atenções, mas não gosta, porque é errado, pois ele não deseja retribuir seus meus afetos",1
"estou me sentindo um pouco mais positivo agora, pois as coisas foram bastante difíceis no início, pois minhas economias foram consumidas rapidamente com os custos e eu não queria me tornar um fardo para meu namorado, mas chegamos ao outro lado e estou me sentindo mais brilhante e mais inspirado sobre coisas que estão por vir",1
estou me sentindo um tanto sentimental agora e só tenho que dizer que me sinto muito sortuda por ser a mãe do Max,0
"eu me obrigo a aparecer e me sentir isolado na multidão, saberei que estava errado sobre o sentimento anti-social",0
Aprendi a desligar cada vez mais todas as minhas emoções e muitas vezes me sinto completamente vazio enquanto minha mãe chora continuamente por causa do meu desejo suicida,0
posso finalmente parar de me sentir apático e como uma perda de espaço,0
eu sinto uma mudança em mim para ser mais positivo,1
estou me sentindo corajoso o suficiente,1
"eu me sinto inteligente, novembro",1
sempre gasto lá mais dinheiro do que pretendo e fico insatisfeito quando saio da loja,2
estou me sentindo muito irritado,2
eu sinto muita vergonha,0
finalmente saí me sentindo julgado e ridicularizado porque sou inteligente,1
estou começando a me sentir um pouco insultado por esse estranho,2
tenho muitos dias em que me sinto desesperado hoje a luz no final da minha estrada de tijolos amarelos estava brilhando um pouco mais forte,0
na verdade eu me sinto triste,0
vejo mulheres usando botas sinto inveja por querer amaldiçoá-las,2
comecei a sentir cada um dos meus sentidos embotados até que a inconsciência fria e negra me tomou,0
"Fiquei tão honrado que essa jovem se sentiu confortável o suficiente para me perguntar que eu tinha uma espécie de falcão falso acontecendo naquela época, então devo ter parecido idiota o suficiente para ela se sentir segura falando comigo",1
"Eu tenho que me perguntar: quando você é escalado como um homem das cavernas e lhe dizem que você é perfeito para o papel, você se sente insultado ou elogiado",2
"sinto-me convencido, além de tantas etiquetas de preços diversas, que tenho certeza de que todos deveriam arranjar fundos para que seu terreno fosse iluminado de forma relativamente econômica",1
eu me sinto vazio quando o bebê não está lá,0
parei de me sentir tão exausto um href http provocando beleza,0
estou me sentindo amigável com a fonte,1
"eu estava com a mão nas contas, respirando conscientemente, trabalhando para me sentir calmo em relação à minha lista de coisas a realizar naquela tarde",1
eu vou me sentir podre,0
comecei a me sentir hostil e estou verificando minhas hemorróidas,2
"adoro usar sapatos novos, me sinto tão glamorosa e quando compro um par de sapatos de grife adoro a caixa e todos os enfeites que vêm com eles",1
"eu simplesmente amo a sensação de algo abraçando você calorosamente e me sentindo tão precioso e pequeno, precioso para alguém, algo",1
estou me sentindo muito mais suave que o normal,1
"Fiquei mais desanimado ao estudar o que as pessoas estavam vestindo e comecei a sentir que, embora algumas das roupas fossem lindas, elas foram compradas dessa maneira",1
"eu não quero encerá-los e desenhá-los ou algo assim, eu só preciso não ter uma única sobrancelha e talvez me livrar dos poucos fios de cabelo que sobram rastejando em direção à minha pálpebra, se eu estiver me sentindo corajoso",1
estou com sorte largura estilo li borda px estilo de lista fora da margem px px,1
acordei me sentindo confiante e assisti ao dvd do bodypump para reunir algumas dicas de treinamento e dicas obrigatórias,1
estou começando a sentir que há uma boa chance de eu passar,1
sinto que tenho um pouco mais de controle e posso ajudar melhor a ervilha se souber o que está por vir,1
sinto que estou sofrendo um ataque violento,2
acho que vale a pena documentá-lo para pessoas que não estão familiarizadas com arquivos em lote,1
eu e eu estamos nos sentindo especialmente gratos por tantas pequenas bênçãos em nossas vidas agora,1
"espero que o meteorologista esteja certo com sua previsão de ficar em casa, não se arrisque a chover para amanhã, estou me sentindo muito criativo",1
"eu sinto que estou no limite neste microcosmo, mais um momento estranho ou uma festa perdida e eu estarei do lado de fora",0
"não aprendi mais nada nos últimos dois anos, é que é melhor sentir o que quero, confiando nos meus instintos",1
que estou sentindo também é uma ansiedade crescente e ansiosa,1
sinto-me sobrecarregado por compartilhar isso,0
"não estou sentindo a roupa, mas os saltos são lindos",1
sinto que a sessão foi útil e me deu as ferramentas que preciso para seguir em frente na minha vida,1
sinto-me egoísta ao trazer à tona nossa solidão por uma criança quando sei que os pais de Newtown estão de luto pela perda de seus bebês,2
sinto inveja e vergonha,2
"eu me sinto tão tranquilo agora, é ótimo",1
sinto-me frustrado quando tenho novas músicas e novas letras que claramente não têm nada a ver uma com a outra,2
"pensei que íamos conversar e tentar trabalhar nas coisas, então fiquei chocado ao descobrir que Steve decidiu que queria ficar sozinho, o que me quebrou foi a sensação de não ser amado",0
eu não teria testemunhado o segurança incrivelmente bem falado fazendo um garoto emo se sentir completamente indesejável,0
tenho tendência a parar de respirar quando estou estressado,0
"irei até minha caixa de correio e falarei com o carteiro, depois com o balconista do supermercado, etc., mas não importa quão pequeno seja o passo ou quão limitado seja o risco, é importante uma disposição completa e total para experimentar quaisquer pensamentos, sentimentos e sensações que surjam.",1
sinto que essa insegurança é uma coisa boa quando comecei a escrever imaginei tudo,1
eu deveria me sentir elogiado ou insultado,2
eu anseio quando caio na submissão e não me sinto nem um pouco submissa,0
"sinto-me irritado, chateado, mesmo quando alguém me acorda naquele momento em que estou prestes a cair num sono profundo",2
"cheguei ao trabalho, mas estou me sentindo um pouco tonto",0
"vou resolver isso neste trimestre, estou esperançoso com este",1
estou começando a me sentir indesejável na vida e algumas pessoas já percebem isso,0
eu me sinto absolutamente fantástico e espero que o bebê também,1
observei a neve cair e se acumular nas árvores coníferas enquanto limpava as mangas da camisa e me sentia vigoroso,1
eu me sinto amargo e simplesmente bloqueado em geral,2
tenho a sensação de que seu pai já o convenceu disso,1
eu brinco na chuva e grito de alegria com a sensação da lama escorrendo entre meus dedos dos pés e gosto de praticamente tudo que acontece ao ar livre,1
"estou me sentindo bem-humorado, coloquei ligações não solicitadas em espera",1
"eu apenas me ocupo com outras coisas, mas nunca com blogs ou tópicos que só vão me fazer sentir infeliz",0
me sinto muito privilegiado mas também dá muito trabalho,1
"estou muito feliz, mas um pouco enjoado por me sentir emocionado",1
fecho os olhos consigo ouvir os lamentáveis ​​sons de lamento dos meus próprios choros sinto o sabor salgado das minhas lágrimas e sinto aquela raiva e mágoa saturando o meu coração,0
